0;-4132;-630;1828
1;-3257;-312;2183
2;-2639;191;2451
3;-2278;803;2471
4;-2093;1281;2341
5;-2125;1577;1935
6;-2115;1375;1651
7;-2553;635;1369
8;-2673;-6;1279
9;-3045;-74;1235
10;-2817;317;1523
11;-2705;584;2003
12;-1923;577;2711
13;-683;547;2873
14;1033;471;3132
15;2108;432;2913
16;2637;426;3045
17;2756;434;3006
18;2962;499;3289
19;2722;589;3638
20;1426;629;3591
21;-335;795;2940
22;-2457;981;1498
23;-3873;1377;-365
24;-4376;1629;-1681
25;-3957;1776;-2399
26;-3311;1792;-2380
27;-3105;1749;-2323
28;-3299;1729;-2347
29;-3686;1665;-2357
30;-3741;1621;-1845
31;-3157;1501;-787
32;-2073;1237;949
33;-1396;1021;2261
34;-1051;890;3010
35;-898;1015;3090
36;-798;1075;3066
37;-868;1182;3231
38;-1063;1182;3345
39;-1169;1211;3338
40;-1169;1207;3263
41;-1271;1187;3137
42;-1429;1051;3064
43;-1659;899;2981
44;-1693;668;2948
45;-1674;447;2864
46;-1506;608;2675
47;-1537;1055;2577
48;-1526;1596;2451
49;-1382;1915;2317
50;-1211;2228;2333
51;-1424;2752;2413
52;-1741;3038;2539
53;-2073;2960;2423
54;-2068;2531;2260
55;-2200;2124;2143
56;-2228;1839;2171
57;-2300;1713;2041
58;-2227;1681;2041
59;-2235;1767;1971
60;-2087;1934;2217
61;-2004;2149;2529
62;-1953;2451;2801
63;-1896;2644;2860
64;-1676;2723;2796
65;-985;1796;1811
